"Series_Reference","Period","Data_Value","Status Code","Type","Group","Description"
"CPIQ.SE910400PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Other educational fees"
"CPIQ.SE910400PPCA","2023.09",0.002,"FINAL","Percentage points contribution annual","Class","Other educational fees"
"CPIQ.SE910400PPCP","2023.09",0,"FINAL","Percentage points contribution quarterly","Class","Other educational fees"
"CPIQ.SE9104IPCA","2023.09",0.03,"FINAL","Index point contribution annual","Subgroup","Other educational fees"
"CPIQ.SE9104IPCP","2023.09",0,"FINAL","Index point contribution quarterly","Subgroup","Other educational fees"
"CPIQ.SE9104PCCA","2023.09",0,"FINAL","Percentage contribution annual","Subgroup","Other educational fees"
"CPIQ.SE9104PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Subgroup","Other educational fees"
"CPIQ.SE9104PPCA","2023.09",0.002,"FINAL","Percentage points contribution annual","Subgroup","Other educational fees"
"CPIQ.SE9104PPCP","2023.09",0,"FINAL","Percentage points contribution quarterly","Subgroup","Other educational fees"
"CPIQ.SE910IPCA","2023.09",0.86,"FINAL","Index point contribution annual","Group","Education"
"CPIQ.SE910IPCP","2023.09",0.24,"FINAL","Index point contribution quarterly","Group","Education"
"CPIQ.SE910PCCA","2023.09",1.3,"FINAL","Percentage contribution annual","Group","Education"
"CPIQ.SE910PCCP","2023.09",1.1,"FINAL","Percentage contribution quarterly","Group","Education"
"CPIQ.SE910PPCA","2023.09",0.073,"FINAL","Percentage points contribution annual","Group","Education"
"CPIQ.SE910PPCP","2023.09",0.02,"FINAL","Percentage points contribution quarterly","Group","Education"
"CPIQ.SE911","2023.09",1236,"FINAL","Main CPI","Group","Miscellaneous goods and services"
"CPIQ.SE9111","2023.09",1192,"FINAL","Main CPI","Subgroup","Personal care"
"CPIQ.SE911101","2023.09",1257,"FINAL","Main CPI","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101IPCA","2023.09",0.52,"FINAL","Index point contribution annual","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101IPCP","2023.09",0.04,"FINAL","Index point contribution quarterly","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101PCCA","2023.09",0.8,"FINAL","Percentage contribution annual","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101PCCP","2023.09",0.2,"FINAL","Percentage contribution quarterly","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101PPCA","2023.09",0.044,"FINAL","Percentage points contribution annual","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101PPCP","2023.09",0.003,"FINAL","Percentage points contribution quarterly","Class","Hairdressing and personal grooming services"
"CPIQ.SE911102","2023.09",934,"FINAL","Main CPI","Class","Electrical appliances for personal care"
"CPIQ.SE911102IPCA","2023.09",-0.04,"FINAL","Index point contribution annual","Class","Electrical appliances for personal care"
"CPIQ.SE911102IPCP","2023.09",-0.03,"FINAL","Index point contribution quarterly","Class","Electrical appliances for personal care"
"CPIQ.SE911102PCCA","2023.09",-0.1,"FINAL","Percentage contribution annual","Class","Electrical appliances for personal care"
"CPIQ.SE911102PCCP","2023.09",-0.2,"FINAL","Percentage contribution quarterly","Class","Electrical appliances for personal care"
"CPIQ.SE911102PPCA","2023.09",-0.003,"FINAL","Percentage points contribution annual","Class","Electrical appliances for personal care"
"CPIQ.SE911102PPCP","2023.09",-0.003,"FINAL","Percentage points contribution quarterly","Class","Electrical appliances for personal care"
"CPIQ.SE911103","2023.09",1156,"FINAL","Main CPI","Class","Other appliances, articles and products for person"
"CPIQ.SE911103IPCA","2023.09",0.97,"FINAL","Index point contribution annual","Class","Other appliances, articles and products for person"
"CPIQ.SE911103IPCP","2023.09",-0.13,"FINAL","Index point contribution quarterly","Class","Other appliances, articles and products for person"
"CPIQ.SE911103PCCA","2023.09",1.4,"FINAL","Percentage contribution annual","Class","Other appliances, articles and products for person"
"CPIQ.SE911103PCCP","2023.09",-0.6,"FINAL","Percentage contribution quarterly","Class","Other appliances, articles and products for person"
"CPIQ.SE911103PPCA","2023.09",0.082,"FINAL","Percentage points contribution annual","Class","Other appliances, articles and products for person"
"CPIQ.SE911103PPCP","2023.09",-0.01,"FINAL","Percentage points contribution quarterly","Class","Other appliances, articles and products for person"
"CPIQ.SE9111IPCA","2023.09",1.45,"FINAL","Index point contribution annual","Subgroup","Personal care"
"CPIQ.SE9111IPCP","2023.09",-0.12,"FINAL","Index point contribution quarterly","Subgroup","Personal care"
"CPIQ.SE9111PCCA","2023.09",2.2,"FINAL","Percentage contribution annual","Subgroup","Personal care"
"CPIQ.SE9111PCCP","2023.09",-0.5,"FINAL","Percentage contribution quarterly","Subgroup","Personal care"
"CPIQ.SE9111PPCA","2023.09",0.123,"FINAL","Percentage points contribution annual","Subgroup","Personal care"
"CPIQ.SE9111PPCP","2023.09",-0.01,"FINAL","Percentage points contribution quarterly","Subgroup","Personal care"
"CPIQ.SE9113","2023.09",1138,"FINAL","Main CPI","Subgroup","Personal effects"
"CPIQ.SE911301","2023.09",1273,"FINAL","Main CPI","Class","Jewellery and watches"
"CPIQ.SE911301IPCA","2023.09",0.1,"FINAL","Index point contribution annual","Class","Jewellery and watches"
"CPIQ.SE911301IPCP","2023.09",0.05,"FINAL","Index point contribution quarterly","Class","Jewellery and watches"
"CPIQ.SE911301PCCA","2023.09",0.2,"FINAL","Percentage contribution annual","Class","Jewellery and watches"
"CPIQ.SE911301PCCP","2023.09",0.2,"FINAL","Percentage contribution quarterly","Class","Jewellery and watches"
"CPIQ.SE911301PPCA","2023.09",0.009,"FINAL","Percentage points contribution annual","Class","Jewellery and watches"
"CPIQ.SE911301PPCP","2023.09",0.004,"FINAL","Percentage points contribution quarterly","Class","Jewellery and watches"
"CPIQ.SE911302","2023.09",972,"FINAL","Main CPI","Class","Other personal effects"
"CPIQ.SE911302IPCA","2023.09",0.03,"FINAL","Index point contribution annual","Class","Other personal effects"
"CPIQ.SE911302IPCP","2023.09",0.02,"FINAL","Index point contribution quarterly","Class","Other personal effects"
"CPIQ.SE911302PCCA","2023.09",0,"FINAL","Percentage contribution annual","Class","Other personal effects"
"CPIQ.SE911302PCCP","2023.09",0.1,"FINAL","Percentage contribution quarterly","Class","Other personal effects"
"CPIQ.SE911302PPCA","2023.09",0.003,"FINAL","Percentage points contribution annual","Class","Other personal effects"
"CPIQ.SE911302PPCP","2023.09",0.002,"FINAL","Percentage points contribution quarterly","Class","Other personal effects"
"CPIQ.SE9113IPCA","2023.09",0.13,"FINAL","Index point contribution annual","Subgroup","Personal effects"
"CPIQ.SE9113IPCP","2023.09",0.07,"FINAL","Index point contribution quarterly","Subgroup","Personal effects"
"CPIQ.SE9113PCCA","2023.09",0.2,"FINAL","Percentage contribution annual","Subgroup","Personal effects"
"CPIQ.SE9113PCCP","2023.09",0.3,"FINAL","Percentage contribution quarterly","Subgroup","Personal effects"
"CPIQ.SE9113PPCA","2023.09",0.011,"FINAL","Percentage points contribution annual","Subgroup","Personal effects"
"CPIQ.SE9113PPCP","2023.09",0.006,"FINAL","Percentage points contribution quarterly","Subgroup","Personal effects"
"CPIQ.SE9114","2023.09",1318,"FINAL","Main CPI","Subgroup","Insurance"
"CPIQ.SE911401","2023.09",1058,"FINAL","Main CPI","Class","Life insurance"
"CPIQ.SE911401IPCA","2023.09",0.08,"FINAL","Index point contribution annual","Class","Life insurance"
"CPIQ.SE911401IPCP","2023.09",-0.01,"FINAL","Index point contribution quarterly","Class","Life insurance"
"CPIQ.SE911401PCCA","2023.09",0.1,"FINAL","Percentage contribution annual","Class","Life insurance"
"CPIQ.SE911401PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Life insurance"
"CPIQ.SE911401PPCA","2023.09",0.007,"FINAL","Percentage points contribution annual","Class","Life insurance"
"CPIQ.SE911401PPCP","2023.09",-0.001,"FINAL","Percentage points contribution quarterly","Class","Life insurance"
"CPIQ.SE911402","2023.09",1631,"FINAL","Main CPI","Class","Dwelling insurance"
"CPIQ.SE911402IPCA","2023.09",1.71,"FINAL","Index point contribution annual","Class","Dwelling insurance"
"CPIQ.SE911402IPCP","2023.09",0.51,"FINAL","Index point contribution quarterly","Class","Dwelling insurance"
"CPIQ.SE911402PCCA","2023.09",2.5,"FINAL","Percentage contribution annual","Class","Dwelling insurance"
"CPIQ.SE911402PCCP","2023.09",2.4,"FINAL","Percentage contribution quarterly","Class","Dwelling insurance"
"CPIQ.SE911402PPCA","2023.09",0.145,"FINAL","Percentage points contribution annual","Class","Dwelling insurance"
"CPIQ.SE911402PPCP","2023.09",0.043,"FINAL","Percentage points contribution quarterly","Class","Dwelling insurance"
"CPIQ.SE911403","2023.09",1472,"FINAL","Main CPI","Class","Contents insurance"
"CPIQ.SE911403IPCA","2023.09",0.52,"FINAL","Index point contribution annual","Class","Contents insurance"
"CPIQ.SE911403IPCP","2023.09",0.2,"FINAL","Index point contribution quarterly","Class","Contents insurance"
"CPIQ.SE911403PCCA","2023.09",0.8,"FINAL","Percentage contribution annual","Class","Contents insurance"
"CPIQ.SE911403PCCP","2023.09",0.9,"FINAL","Percentage contribution quarterly","Class","Contents insurance"
"CPIQ.SE911403PPCA","2023.09",0.044,"FINAL","Percentage points contribution annual","Class","Contents insurance"
"CPIQ.SE911403PPCP","2023.09",0.017,"FINAL","Percentage points contribution quarterly","Class","Contents insurance"
"CPIQ.SE911404","2023.09",1473,"FINAL","Main CPI","Class","Health insurance"
"CPIQ.SE911404IPCA","2023.09",0.19,"FINAL","Index point contribution annual","Class","Health insurance"
"CPIQ.SE911404IPCP","2023.09",0.05,"FINAL","Index point contribution quarterly","Class","Health insurance"
"CPIQ.SE911404PCCA","2023.09",0.3,"FINAL","Percentage contribution annual","Class","Health insurance"
"CPIQ.SE911404PCCP","2023.09",0.2,"FINAL","Percentage contribution quarterly","Class","Health insurance"
"CPIQ.SE911404PPCA","2023.09",0.016,"FINAL","Percentage points contribution annual","Class","Health insurance"
"CPIQ.SE911404PPCP","2023.09",0.004,"FINAL","Percentage points contribution quarterly","Class","Health insurance"
"CPIQ.SE911405","2023.09",1434,"FINAL","Main CPI","Class","Vehicle insurance"
"CPIQ.SE911405IPCA","2023.09",0.78,"FINAL","Index point contribution annual","Class","Vehicle insurance"
"CPIQ.SE911405IPCP","2023.09",0.42,"FINAL","Index point contribution quarterly","Class","Vehicle insurance"
"CPIQ.SE911405PCCA","2023.09",1.2,"FINAL","Percentage contribution annual","Class","Vehicle insurance"
"CPIQ.SE911405PCCP","2023.09",1.9,"FINAL","Percentage contribution quarterly","Class","Vehicle insurance"
"CPIQ.SE911405PPCA","2023.09",0.066,"FINAL","Percentage points contribution annual","Class","Vehicle insurance"
"CPIQ.SE911405PPCP","2023.09",0.035,"FINAL","Percentage points contribution quarterly","Class","Vehicle insurance"
"CPIQ.SE9114IPCA","2023.09",3.28,"FINAL","Index point contribution annual","Subgroup","Insurance"
"CPIQ.SE9114IPCP","2023.09",1.18,"FINAL","Index point contribution quarterly","Subgroup","Insurance"
"CPIQ.SE9114PCCA","2023.09",4.9,"FINAL","Percentage contribution annual","Subgroup","Insurance"
"CPIQ.SE9114PCCP","2023.09",5.4,"FINAL","Percentage contribution quarterly","Subgroup","Insurance"
"CPIQ.SE9114PPCA","2023.09",0.278,"FINAL","Percentage points contribution annual","Subgroup","Insurance"
"CPIQ.SE9114PPCP","2023.09",0.098,"FINAL","Percentage points contribution quarterly","Subgroup","Insurance"
"CPIQ.SE9115","2023.09",776,"FINAL","Main CPI","Subgroup","Credit services"
"CPIQ.SE911501","2023.09",776,"FINAL","Main CPI","Class","Direct credit service charges"
"CPIQ.SE911501IPCA","2023.09",-0.06,"FINAL","Index point contribution annual","Class","Direct credit service charges"
"CPIQ.SE911501IPCP","2023.09",0,"FINAL","Index point contribution quarterly","Class","Direct credit service charges"
"CPIQ.SE911501PCCA","2023.09",-0.1,"FINAL","Percentage contribution annual","Class","Direct credit service charges"
"CPIQ.SE911501PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Direct credit service charges"
"CPIQ.SE911501PPCA","2023.09",-0.005,"FINAL","Percentage points contribution annual","Class","Direct credit service charges"
"CPIQ.SE911501PPCP","2023.09",0,"FINAL","Percentage points contribution quarterly","Class","Direct credit service charges"
"CPIQ.SE9115IPCA","2023.09",-0.06,"FINAL","Index point contribution annual","Subgroup","Credit services"
"CPIQ.SE9115IPCP","2023.09",0,"FINAL","Index point contribution quarterly","Subgroup","Credit services"
"CPIQ.SE9115PCCA","2023.09",-0.1,"FINAL","Percentage contribution annual","Subgroup","Credit services"
"CPIQ.SE9115PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Subgroup","Credit services"
"CPIQ.SE9115PPCA","2023.09",-0.005,"FINAL","Percentage points contribution annual","Subgroup","Credit services"
"CPIQ.SE9115PPCP","2023.09",0,"FINAL","Percentage points contribution quarterly","Subgroup","Credit services"
"CPIQ.SE9116","2023.09",1247,"FINAL","Main CPI","Subgroup","Other miscellaneous services"
"CPIQ.SE911601","2023.09",1120,"FINAL","Main CPI","Class","Vocational services"
"CPIQ.SE911601IPCA","2023.09",0.1,"FINAL","Index point contribution annual","Class","Vocational services"
"CPIQ.SE911601IPCP","2023.09",0.01,"FINAL","Index point contribution quarterly","Class","Vocational services"
"CPIQ.SE911601PCCA","2023.09",0.1,"FINAL","Percentage contribution annual","Class","Vocational services"
"CPIQ.SE911601PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Vocational services"
"CPIQ.SE911601PPCA","2023.09",0.008,"FINAL","Percentage points contribution annual","Class","Vocational services"
"CPIQ.SE911601PPCP","2023.09",0.001,"FINAL","Percentage points contribution quarterly","Class","Vocational services"
"CPIQ.SE911602","2023.09",1409,"FINAL","Main CPI","Class","Professional services"
"CPIQ.SE911602IPCA","2023.09",0.08,"FINAL","Index point contribution annual","Class","Professional services"
"CPIQ.SE911602IPCP","2023.09",0,"FINAL","Index point contribution quarterly","Class","Professional services"
"CPIQ.SE911602PCCA","2023.09",0.1,"FINAL","Percentage contribution annual","Class","Professional services"
"CPIQ.SE911602PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Professional services"
"CPIQ.SE911602PPCA","2023.09",0.007,"FINAL","Percentage points contribution annual","Class","Professional services"
"CPIQ.SE911602PPCP","2023.09",0,"FINAL","Percentage points contribution quarterly","Class","Professional services"
"CPIQ.SE911603","2023.09",1274,"FINAL","Main CPI","Class","Real estate services"
"CPIQ.SE911603IPCA","2023.09",-0.92,"FINAL","Index point contribution annual","Class","Real estate services"
"CPIQ.SE911603IPCP","2023.09",0.07,"FINAL","Index point contribution quarterly","Class","Real estate services"
"CPIQ.SE911603PCCA","2023.09",-1.4,"FINAL","Percentage contribution annual","Class","Real estate services"
"CPIQ.SE911603PCCP","2023.09",0.3,"FINAL","Percentage contribution quarterly","Class","Real estate services"
"CPIQ.SE911603PPCA","2023.09",-0.078,"FINAL","Percentage points contribution annual","Class","Real estate services"
"CPIQ.SE911603PPCP","2023.09",0.005,"FINAL","Percentage points contribution quarterly","Class","Real estate services"
"CPIQ.SE911604","2023.09",1158,"FINAL","Main CPI","Class","Other miscellaneous services nec"
"CPIQ.SE911604IPCA","2023.09",0.2,"FINAL","Index point contribution annual","Class","Other miscellaneous services nec"
"CPIQ.SE911604IPCP","2023.09",0.1,"FINAL","Index point contribution quarterly","Class","Other miscellaneous services nec"
"CPIQ.SE911604PCCA","2023.09",0.3,"FINAL","Percentage contribution annual","Class","Other miscellaneous services nec"
"CPIQ.SE911604PCCP","2023.09",0.4,"FINAL","Percentage contribution quarterly","Class","Other miscellaneous services nec"
